Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas
2023,28 Tamaulipas,018 Jiménez,"Sector 54 Servicios profesionales, científicos y técnicos",2
2023,28 Tamaulipas,018 Jiménez,Sector 62 Servicios de salud y de asistencia social,2
2023,28 Tamaulipas,018 Jiménez,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",6
2023,28 Tamaulipas,018 Jiménez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,56
2023,28 Tamaulipas,018 Jiménez,Sector 81 Otros servicios excepto actividades gubernamentales,67
2023,28 Tamaulipas,019 Llera,Total municipal,291
2023,28 Tamaulipas,019 Llera,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",3
2023,28 Tamaulipas,019 Llera,Sector 31-33 Industrias manufactureras,36
2023,28 Tamaulipas,019 Llera,Sector 43 Comercio al por mayor,8
2023,28 Tamaulipas,019 Llera,Sector 46 Comercio al por menor,126
2023,28 Tamaulipas,019 Llera,"Sector 48-49 Transportes, correos y almacenamiento",1
2023,28 Tamaulipas,019 Llera,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,8
2023,28 Tamaulipas,019 Llera,"Sector 54 Servicios profesionales, científicos y técnicos",3
2023,28 Tamaulipas,019 Llera,Sector 62 Servicios de salud y de asistencia social,4
2023,28 Tamaulipas,019 Llera,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2023,28 Tamaulipas,019 Llera,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,47
2023,28 Tamaulipas,019 Llera,Sector 81 Otros servicios excepto actividades gubernamentales,53
2023,28 Tamaulipas,020 Mainero,Total municipal,18
2023,28 Tamaulipas,020 Mainero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,020 Mainero,Sector 31-33 Industrias manufactureras,1
2023,28 Tamaulipas,020 Mainero,Sector 46 Comercio al por menor,6
2023,28 Tamaulipas,020 Mainero,Sector 62 Servicios de salud y de asistencia social,1
2023,28 Tamaulipas,020 Mainero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2023,28 Tamaulipas,020 Mainero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5
2023,28 Tamaulipas,020 Mainero,Sector 81 Otros servicios excepto actividades gubernamentales,3
2023,28 Tamaulipas,021 El Mante,Total municipal,5040
2023,28 Tamaulipas,021 El Mante,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",21
2023,28 Tamaulipas,021 El Mante,Sector 21 Minería,3
2023,28 Tamaulipas,021 El Mante,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,021 El Mante,Sector 23 Construcción,17
2023,28 Tamaulipas,021 El Mante,Sector 31-33 Industrias manufactureras,396
2023,28 Tamaulipas,021 El Mante,Sector 43 Comercio al por mayor,129
2023,28 Tamaulipas,021 El Mante,Sector 46 Comercio al por menor,2020
2023,28 Tamaulipas,021 El Mante,"Sector 48-49 Transportes, correos y almacenamiento",19
2023,28 Tamaulipas,021 El Mante,Sector 51 Información en medios masivos,13
2023,28 Tamaulipas,021 El Mante,Sector 52 Servicios financieros y de seguros,24
2023,28 Tamaulipas,021 El Mante,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,101
2023,28 Tamaulipas,021 El Mante,"Sector 54 Servicios profesionales, científicos y técnicos",134
2023,28 Tamaulipas,021 El Mante,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",45
2023,28 Tamaulipas,021 El Mante,Sector 61 Servicios educativos,52
2023,28 Tamaulipas,021 El Mante,Sector 62 Servicios de salud y de asistencia social,247
2023,28 Tamaulipas,021 El Mante,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",91
2023,28 Tamaulipas,021 El Mante,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,824
2023,28 Tamaulipas,021 El Mante,Sector 81 Otros servicios excepto actividades gubernamentales,903
2023,28 Tamaulipas,022 Matamoros,Total municipal,22051
2023,28 Tamaulipas,022 Matamoros,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",43
2023,28 Tamaulipas,022 Matamoros,Sector 21 Minería,3
2023,28 Tamaulipas,022 Matamoros,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,022 Matamoros,Sector 23 Construcción,89
2023,28 Tamaulipas,022 Matamoros,Sector 31-33 Industrias manufactureras,1607
2023,28 Tamaulipas,022 Matamoros,Sector 43 Comercio al por mayor,437
2023,28 Tamaulipas,022 Matamoros,Sector 46 Comercio al por menor,8799
2023,28 Tamaulipas,022 Matamoros,"Sector 48-49 Transportes, correos y almacenamiento",172
2023,28 Tamaulipas,022 Matamoros,Sector 51 Información en medios masivos,26
2023,28 Tamaulipas,022 Matamoros,Sector 52 Servicios financieros y de seguros,206
2023,28 Tamaulipas,022 Matamoros,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,586
2023,28 Tamaulipas,022 Matamoros,"Sector 54 Servicios profesionales, científicos y técnicos",438
2023,28 Tamaulipas,022 Matamoros,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",156
2023,28 Tamaulipas,022 Matamoros,Sector 61 Servicios educativos,185
2023,28 Tamaulipas,022 Matamoros,Sector 62 Servicios de salud y de asistencia social,1093
2023,28 Tamaulipas,022 Matamoros,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",227
2023,28 Tamaulipas,022 Matamoros,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3047
2023,28 Tamaulipas,022 Matamoros,Sector 81 Otros servicios excepto actividades gubernamentales,4936
2023,28 Tamaulipas,023 Méndez,Total municipal,64
2023,28 Tamaulipas,023 Méndez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,023 Méndez,Sector 31-33 Industrias manufactureras,4
2023,28 Tamaulipas,023 Méndez,Sector 43 Comercio al por mayor,4
2023,28 Tamaulipas,023 Méndez,Sector 46 Comercio al por menor,30
2023,28 Tamaulipas,023 Méndez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11
2023,28 Tamaulipas,023 Méndez,Sector 81 Otros servicios excepto actividades gubernamentales,14
2023,28 Tamaulipas,024 Mier,Total municipal,205
2023,28 Tamaulipas,024 Mier,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,024 Mier,Sector 31-33 Industrias manufactureras,16
2023,28 Tamaulipas,024 Mier,Sector 43 Comercio al por mayor,5
2023,28 Tamaulipas,024 Mier,Sector 46 Comercio al por menor,99
2023,28 Tamaulipas,024 Mier,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2
2023,28 Tamaulipas,024 Mier,"Sector 54 Servicios profesionales, científicos y técnicos",4
2023,28 Tamaulipas,024 Mier,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2023,28 Tamaulipas,024 Mier,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,40
2023,28 Tamaulipas,024 Mier,Sector 81 Otros servicios excepto actividades gubernamentales,37
2023,28 Tamaulipas,025 Miguel Alemán,Total municipal,1449
2023,28 Tamaulipas,025 Miguel Alemán,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",12
2023,28 Tamaulipas,025 Miguel Alemán,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,025 Miguel Alemán,Sector 23 Construcción,6
2023,28 Tamaulipas,025 Miguel Alemán,Sector 31-33 Industrias manufactureras,78
2023,28 Tamaulipas,025 Miguel Alemán,Sector 43 Comercio al por mayor,11
2023,28 Tamaulipas,025 Miguel Alemán,Sector 46 Comercio al por menor,624
2023,28 Tamaulipas,025 Miguel Alemán,"Sector 48-49 Transportes, correos y almacenamiento",16
2023,28 Tamaulipas,025 Miguel Alemán,Sector 51 Información en medios masivos,4
2023,28 Tamaulipas,025 Miguel Alemán,Sector 52 Servicios financieros y de seguros,15
2023,28 Tamaulipas,025 Miguel Alemán,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,35
2023,28 Tamaulipas,025 Miguel Alemán,"Sector 54 Servicios profesionales, científicos y técnicos",42
2023,28 Tamaulipas,025 Miguel Alemán,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",7
2023,28 Tamaulipas,025 Miguel Alemán,Sector 61 Servicios educativos,13
2023,28 Tamaulipas,025 Miguel Alemán,Sector 62 Servicios de salud y de asistencia social,111
2023,28 Tamaulipas,025 Miguel Alemán,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",11
2023,28 Tamaulipas,025 Miguel Alemán,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,194
2023,28 Tamaulipas,025 Miguel Alemán,Sector 81 Otros servicios excepto actividades gubernamentales,269
2023,28 Tamaulipas,026 Miquihuana,Total municipal,99
2023,28 Tamaulipas,026 Miquihuana,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,026 Miquihuana,Sector 31-33 Industrias manufactureras,19
2023,28 Tamaulipas,026 Miquihuana,Sector 43 Comercio al por mayor,3
2023,28 Tamaulipas,026 Miquihuana,Sector 46 Comercio al por menor,59
2023,28 Tamaulipas,026 Miquihuana,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11
2023,28 Tamaulipas,026 Miquihuana,Sector 81 Otros servicios excepto actividades gubernamentales,6
2023,28 Tamaulipas,027 Nuevo Laredo,Total municipal,12763
2023,28 Tamaulipas,027 Nuevo Laredo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3
2023,28 Tamaulipas,027 Nuevo Laredo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 23 Construcción,59
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 31-33 Industrias manufactureras,684
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 43 Comercio al por mayor,263
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 46 Comercio al por menor,5059
2023,28 Tamaulipas,027 Nuevo Laredo,"Sector 48-49 Transportes, correos y almacenamiento",630
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 51 Información en medios masivos,29
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 52 Servicios financieros y de seguros,152
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,300
2023,28 Tamaulipas,027 Nuevo Laredo,"Sector 54 Servicios profesionales, científicos y técnicos",293
2023,28 Tamaulipas,027 Nuevo Laredo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",112
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 61 Servicios educativos,136
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 62 Servicios de salud y de asistencia social,622
2023,28 Tamaulipas,027 Nuevo Laredo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",232
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1591
2023,28 Tamaulipas,027 Nuevo Laredo,Sector 81 Otros servicios excepto actividades gubernamentales,2597
2023,28 Tamaulipas,028 Nuevo Morelos,Total municipal,123
2023,28 Tamaulipas,028 Nuevo Morelos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,028 Nuevo Morelos,Sector 31-33 Industrias manufactureras,17
2023,28 Tamaulipas,028 Nuevo Morelos,Sector 43 Comercio al por mayor,5
2023,28 Tamaulipas,028 Nuevo Morelos,Sector 46 Comercio al por menor,57
2023,28 Tamaulipas,028 Nuevo Morelos,Sector 62 Servicios de salud y de asistencia social,1
2023,28 Tamaulipas,028 Nuevo Morelos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,22
2023,28 Tamaulipas,028 Nuevo Morelos,Sector 81 Otros servicios excepto actividades gubernamentales,20
2023,28 Tamaulipas,029 Ocampo,Total municipal,453
2023,28 Tamaulipas,029 Ocampo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,029 Ocampo,Sector 31-33 Industrias manufactureras,73
2023,28 Tamaulipas,029 Ocampo,Sector 43 Comercio al por mayor,15
2023,28 Tamaulipas,029 Ocampo,Sector 46 Comercio al por menor,185
2023,28 Tamaulipas,029 Ocampo,Sector 51 Información en medios masivos,1
2023,28 Tamaulipas,029 Ocampo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,8
2023,28 Tamaulipas,029 Ocampo,"Sector 54 Servicios profesionales, científicos y técnicos",3
2023,28 Tamaulipas,029 Ocampo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2
2023,28 Tamaulipas,029 Ocampo,Sector 62 Servicios de salud y de asistencia social,11
2023,28 Tamaulipas,029 Ocampo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2023,28 Tamaulipas,029 Ocampo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,81
2023,28 Tamaulipas,029 Ocampo,Sector 81 Otros servicios excepto actividades gubernamentales,71
2023,28 Tamaulipas,030 Padilla,Total municipal,598
2023,28 Tamaulipas,030 Padilla,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",9
2023,28 Tamaulipas,030 Padilla,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2
2023,28 Tamaulipas,030 Padilla,Sector 23 Construcción,1
2023,28 Tamaulipas,030 Padilla,Sector 31-33 Industrias manufactureras,52
2023,28 Tamaulipas,030 Padilla,Sector 43 Comercio al por mayor,20
2023,28 Tamaulipas,030 Padilla,Sector 46 Comercio al por menor,282
2023,28 Tamaulipas,030 Padilla,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6
2023,28 Tamaulipas,030 Padilla,"Sector 54 Servicios profesionales, científicos y técnicos",4
2023,28 Tamaulipas,030 Padilla,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",5
2023,28 Tamaulipas,030 Padilla,Sector 62 Servicios de salud y de asistencia social,15
2023,28 Tamaulipas,030 Padilla,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",4
2023,28 Tamaulipas,030 Padilla,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,109
2023,28 Tamaulipas,030 Padilla,Sector 81 Otros servicios excepto actividades gubernamentales,89
2023,28 Tamaulipas,031 Palmillas,Total municipal,53
2023,28 Tamaulipas,031 Palmillas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2023,28 Tamaulipas,031 Palmillas,Sector 31-33 Industrias manufactureras,8
2023,28 Tamaulipas,031 Palmillas,Sector 43 Comercio al por mayor,2
2023,28 Tamaulipas,031 Palmillas,Sector 46 Comercio al por menor,33
2023,28 Tamaulipas,031 Palmillas,Sector 52 Servicios financieros y de seguros,1
2023,28 Tamaulipas,031 Palmillas,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2023,28 Tamaulipas,031 Palmillas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4
2023,28 Tamaulipas,031 Palmillas,Sector 81 Otros servicios excepto actividades gubernamentales,3
2023,28 Tamaulipas,032 Reynosa,Total municipal,22635
2023,28 Tamaulipas,032 Reynosa,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2
2023,28 Tamaulipas,032 Reynosa,Sector 21 Minería,5
2023,28 Tamaulipas,032 Reynosa,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2
2023,28 Tamaulipas,032 Reynosa,Sector 23 Construcción,73
2023,28 Tamaulipas,032 Reynosa,Sector 31-33 Industrias manufactureras,1520
2023,28 Tamaulipas,032 Reynosa,Sector 43 Comercio al por mayor,471
2023,28 Tamaulipas,032 Reynosa,Sector 46 Comercio al por menor,10729
2023,28 Tamaulipas,032 Reynosa,"Sector 48-49 Transportes, correos y almacenamiento",166
2023,28 Tamaulipas,032 Reynosa,Sector 51 Información en medios masivos,28
2023,28 Tamaulipas,032 Reynosa,Sector 52 Servicios financieros y de seguros,176
